__      ____  __          _____ _    _ _____ _   _ ______ 
\ \    / /  \/  |   /\   / ____| |  | |_   _| \ | |  ____|
 \ \  / /| \  / |  /  \ | |    | |__| | | | |  \| | |__   
  \ \/ / | |\/| | / /\ \| |    |  __  | | | | . ` |  __|  
   \  /  | |  | |/ ____ \ |____| |  | |_| |_| |\  | |____ 
    \/   |_|  |_/_/    \_\_____|_|  |_|_____|_| \_|______|
==========================================================

Started computation at Thu Jan  7 17:28:11 2021
Running on 1 CPU threads using Open MPI
Simulation is run from the directory: 


             SYSTEM INFORMATION
==============================================
Number of particles:      2
Number of dimensions:     2
Interaction style:        Coulomb
Hamiltonian:              harmonic oscillator
Initial state:            random normal
Oscillator frequency:     1.000000


           WAVE FUNCTION INFORMATION
==============================================
Element 0:                RBM-Gaussian
Element 1:                RBM-product
Basis:                    no basis
Initial parameters:       random uniform
Number of parameters:     14
Number of hidden nodes:   2
Print parameters to file: false


            SIMULATION INFORMATION
==============================================
Max number of iterations: 500
Number of MC cycles:      50000
Number of burn-in cycles: 50
Learning rate:            0.050000
Step length:              0.100000
Equilibration fraction:   0.001000
Sampling:                 Metropolis-Hastings
Optimization:             ADAM
Random number generator:  Mersenne-Twister


               PARTICLE DENSITY
==============================================
Compute radial one-body density:  false
Compute spatial one-body density: false
Compute radial two-body density:  false
Max radius of electron density:   5.000000
Number of bins in each direction: 1000


                  RESAMPLING
==============================================
Do resampling:            false
Print energies to file:   false


                  CONVERGENCE
==============================================
Check convergence:        false
Tolerance:                0.000000
Number of energies:       5


                 ADAPTIVE STEPS
==============================================
Apply adaptive steps:       false
Range of adaptive steps:    10
Additional steps:           4
Additional steps last iter: 8


Step  Energy  Energy_STD  Kinetic  Kinetic_STD  External  External_STD  Interaction  Interaction_STD  Acceptence  CPU_time
350  3.21693416  0.01379939  0.95184170  0.10098871  1.10862891  0.10603468  1.15646355  0.22833757  0.99840000  0.03147674
351  3.23866347  0.00802924  0.99918289  0.10112558  1.07158019  0.10620310  1.16790039  0.22854135  0.99872000  0.03167319
352  3.20663560  0.00897100  0.98275344  0.10127169  1.09766436  0.10636411  1.12621780  0.22878084  0.99838000  0.03180695
353  3.23548313  0.00847789  1.00699277  0.10141383  1.06583583  0.10652620  1.16265452  0.22899690  0.99880000  0.03138828
354  3.23001212  0.00844262  0.97272358  0.10156285  1.10491150  0.10668828  1.15237705  0.22921555  0.99852000  0.03126144
355  3.26015151  0.02585559  0.97901792  0.10170267  1.08696958  0.10685367  1.19416401  0.23073095  0.99862000  0.03145480
356  3.21696989  0.00801488  0.96360522  0.10184746  1.11206919  0.10701987  1.14129548  0.23093561  0.99862000  0.03141069
357  3.20035785  0.00905939  0.96502748  0.10198662  1.12196007  0.10718844  1.11337030  0.23117377  0.99836000  0.03137159
358  3.22053043  0.00740744  0.98419672  0.10212558  1.08881957  0.10735814  1.14751415  0.23134988  0.99830000  0.03145933
359  3.21753695  0.00777290  0.94611466  0.10227208  1.14085481  0.10752669  1.13056748  0.23154166  0.99848000  0.03142786
360  3.21257276  0.00892765  0.94793196  0.10241284  1.13920892  0.10770689  1.12543188  0.23177296  0.99840000  0.03116322
361  3.21071204  0.01926020  0.97839136  0.10254721  1.09526685  0.10787729  1.13705383  0.23262986  0.99840000  0.03125501
362  3.24156186  0.01122552  0.98037025  0.10268881  1.08142449  0.10803844  1.17976712  0.23295950  0.99848000  0.03096509
363  3.21723484  0.00937976  0.99279971  0.10282907  1.09368805  0.10819845  1.13074709  0.23321207  0.99866000  0.03190374
364  3.22047520  0.01033288  1.00359406  0.10297325  1.06526134  0.10836115  1.15161980  0.23349921  0.99886000  0.03194404
365  3.25566036  0.00779628  0.98259732  0.10312156  1.09407763  0.10852146  1.17898540  0.23369044  0.99842000  0.03186798
366  3.26203079  0.00766708  0.97702047  0.10326373  1.10920348  0.10868840  1.17580684  0.23388050  0.99848000  0.03153181
367  3.22014567  0.00805230  0.97656036  0.10340424  1.10230932  0.10885493  1.14127598  0.23408223  0.99852000  0.03142810
368  3.20492711  0.00911978  0.97415047  0.10354304  1.09183306  0.10901745  1.13894358  0.23431876  0.99844000  0.03170776
369  3.21889825  0.00710240  0.99200291  0.10368221  1.08621440  0.10918086  1.14068094  0.23448569  0.99886000  0.03156662
370  3.20045555  0.00682830  0.96424088  0.10382758  1.13532631  0.10934535  1.10088836  0.23464480  0.99830000  0.03130150
371  3.20940624  0.00789829  0.97449543  0.10396667  1.10990478  0.10951795  1.12500603  0.23483317  0.99838000  0.03166080
372  3.21179782  0.01054848  0.98697190  0.10410546  1.08854196  0.10968145  1.13628396  0.23512740  0.99846000  0.03164601
373  3.21506789  0.01045519  0.95287081  0.10424642  1.12286953  0.10984008  1.13932754  0.23541837  0.99866000  0.03139234
374  3.20239181  0.01501112  0.94848840  0.10438167  1.13551016  0.11000845  1.11839325  0.23595523  0.99842000  0.03159261
375  3.21729923  0.00737100  0.95236076  0.10451806  1.13771495  0.11018274  1.12722352  0.23612759  0.99832000  0.03154373
376  3.24980878  0.00939792  0.98452820  0.10465588  1.08570680  0.11035343  1.17957378  0.23637201  0.99854000  0.03182220
377  3.24225627  0.00932548  0.99397975  0.10479604  1.08874789  0.11051451  1.15952863  0.23661913  0.99858000  0.03185058
378  3.24598536  0.00784809  0.98950771  0.10494182  1.09348567  0.11067743  1.16299199  0.23681020  0.99842000  0.03157949
379  3.19478810  0.00729901  0.96378592  0.10508411  1.11021337  0.11083797  1.12078882  0.23698308  0.99852000  0.03163648
380  3.20962362  0.00676181  0.99486553  0.10522035  1.09254004  0.11100124  1.12221805  0.23713644  0.99868000  0.03160143
381  3.24133974  0.00911446  0.95774873  0.10536451  1.13314265  0.11116369  1.15044836  0.23736917  0.99818000  0.03159833
382  3.22396771  0.00741910  0.99327063  0.10549915  1.08494930  0.11133365  1.14574779  0.23754480  0.99852000  0.03132105
383  3.21949125  0.00900023  0.95520680  0.10563885  1.13231703  0.11149108  1.13196742  0.23777472  0.99838000  0.03133965
384  3.26084050  0.00978487  1.00163016  0.10577016  1.07105227  0.11165589  1.18815808  0.23803400  0.99874000  0.03149962
385  3.21985271  0.00844715  0.94806180  0.10591579  1.12975237  0.11181463  1.14203855  0.23824677  0.99856000  0.03198767
386  3.25714927  0.00991700  0.98846453  0.10604483  1.09739104  0.11197850  1.17129370  0.23851253  0.99818000  0.03150105
387  3.27096204  0.00660073  1.00506181  0.10618293  1.08247983  0.11213751  1.18342040  0.23866612  0.99862000  0.03176928
388  3.26573060  0.00862798  0.98268243  0.10632516  1.10183997  0.11229599  1.18120819  0.23888523  0.99846000  0.03181648
389  3.23677573  0.00985935  0.99891940  0.10646019  1.05825197  0.11245077  1.17960437  0.23915021  0.99834000  0.03208566
390  3.23754696  0.00769079  0.97373748  0.10660058  1.13726963  0.11260557  1.12653985  0.23933741  0.99836000  0.03167129
391  3.21908252  0.01155634  0.95881110  0.10673653  1.12812536  0.11277364  1.13214605  0.23967326  0.99844000  0.03107548
392  3.21687531  0.00845753  0.98403285  0.10686921  1.09970787  0.11293796  1.13313459  0.23987982  0.99846000  0.03144336
393  3.23782863  0.00840702  0.97413556  0.10700968  1.11334129  0.11310157  1.15035178  0.24008506  0.99852000  0.03149009
394  3.17593131  0.00713604  0.93161907  0.10715090  1.14773813  0.11326976  1.09657410  0.24024939  0.99848000  0.03124571
395  3.24769207  0.00993672  1.01294813  0.10727668  1.06455801  0.11343529  1.17018592  0.24050905  0.99872000  0.03141403
396  3.23690583  0.00838926  0.97678446  0.10741808  1.11411124  0.11358678  1.14601013  0.24071669  0.99864000  0.03134680
397  3.22009626  0.00810599  0.96466668  0.10755252  1.12379557  0.11374908  1.13163401  0.24091187  0.99836000  0.03126144
398  3.20127616  0.00678591  0.98280946  0.10768328  1.09380473  0.11390738  1.12466197  0.24106385  0.99866000  0.03178668
399  3.21897962  0.00814391  0.94333276  0.10782132  1.13802365  0.11406670  1.13762321  0.24125762  0.99826000  0.03123760
400  3.22177174  0.01144953  0.96932634  0.10795206  1.12323673  0.11423414  1.12920868  0.24158699  0.99852000  0.03159070
401  3.17561321  0.00679518  0.96725883  0.10808375  1.12057737  0.11439376  1.08777701  0.24173876  0.99856000  0.03175282
402  3.19492602  0.00746754  0.96294140  0.10821948  1.11699514  0.11455950  1.11498947  0.24190665  0.99840000  0.03135252
403  3.24003034  0.01175043  0.97015850  0.10835336  1.11158166  0.11472223  1.15829018  0.24224741  0.99886000  0.03132915
404  3.19842807  0.00888919  0.96153731  0.10848862  1.14012053  0.11488510  1.09677022  0.24247008  0.99826000  0.03159332
405  3.24246689  0.00733879  0.98439053  0.10862007  1.10014201  0.11505083  1.15793435  0.24263501  0.99868000  0.03175592
406  3.22684855  0.00650491  0.97956638  0.10875581  1.09989777  0.11520783  1.14738440  0.24278148  0.99844000  0.03153634
407  3.25111826  0.01535452  0.97752164  0.10888892  1.12347427  0.11536452  1.15012235  0.24332567  0.99884000  0.03147364
408  3.22037900  0.01139050  0.97516375  0.10902288  1.11374152  0.11552376  1.13147373  0.24365059  0.99840000  0.03136778
409  3.16192889  0.00707190  0.97284993  0.10915897  1.11755822  0.11568400  1.07152074  0.24380877  0.99874000  0.03148651
410  3.20496170  0.00781778  0.92688382  0.10929691  1.15799627  0.11584795  1.12008160  0.24398476  0.99848000  0.03177071
411  3.23299768  0.00872300  0.95927604  0.10942302  1.14041632  0.11601842  1.13330532  0.24419681  0.99852000  0.03325534
412  3.17848846  0.00758768  0.93057881  0.10955773  1.15815721  0.11618521  1.08975243  0.24437046  0.99820000  0.03161693
413  3.18113411  0.00717700  0.95377545  0.10968322  1.13583489  0.11635180  1.09152378  0.24452794  0.99836000  0.03138065
414  3.21029656  0.01226529  1.00438476  0.10980829  1.09164792  0.11651110  1.11426388  0.24488833  0.99876000  0.03173065
415  3.24895646  0.01321598  1.00665623  0.10994633  1.10665831  0.11666745  1.13564192  0.24530073  0.99864000  0.03159571
416  3.23818239  0.01023105  0.96776676  0.11008591  1.10977782  0.11682356  1.16063782  0.24557045  0.99858000  0.03127241
417  3.19120380  0.00864866  0.92065477  0.11022021  1.16977245  0.11698354  1.10077658  0.24578141  0.99862000  0.03151131
418  3.22067071  0.00865969  0.97254870  0.11034393  1.11064523  0.11715124  1.13747678  0.24598704  0.99840000  0.03141332
419  3.21441640  0.00701785  1.01163631  0.11047033  1.06865587  0.11730306  1.13412422  0.24614355  0.99848000  0.03136754
420  3.24961463  0.01326585  0.96676323  0.11060814  1.10608387  0.11744920  1.17676753  0.24655689  0.99834000  0.03126431
421  3.20357099  0.00690537  0.95870646  0.11073903  1.15611779  0.11760622  1.08874674  0.24671427  0.99844000  0.03112292
422  3.20151413  0.00726949  0.97488075  0.11086675  1.11538757  0.11776835  1.11124581  0.24687307  0.99862000  0.03149033
423  3.18539802  0.00687673  0.96671303  0.11099850  1.11619873  0.11792261  1.10248625  0.24702208  0.99860000  0.03157878
424  3.23118771  0.00846429  1.00519226  0.11112431  1.09809839  0.11807610  1.12789706  0.24722103  0.99852000  0.03132725
425  3.23369819  0.01164630  0.96003221  0.11126084  1.15648244  0.11823179  1.11718354  0.24755187  0.99838000  0.03157830
426  3.19483275  0.00672161  0.97630987  0.11138858  1.12002589  0.11839575  1.09849700  0.24769756  0.99860000  0.03152823
427  3.23907718  0.00733839  1.00679238  0.11151689  1.10103129  0.11855219  1.13125350  0.24786005  0.99854000  0.03181958
428  3.21841980  0.00867605  0.98648931  0.11165145  1.12250848  0.11870508  1.10942201  0.24806831  0.99852000  0.03120899
429  3.25297523  0.00749259  0.98369566  0.11178486  1.11538172  0.11886489  1.15389785  0.24823603  0.99862000  0.03140593
430  3.24524012  0.00965824  1.00171940  0.11191556  1.09365850  0.11901759  1.14986222  0.24848208  0.99840000  0.03202868
431  3.22281036  0.00721678  0.99098799  0.11204735  1.13011430  0.11916887  1.10170807  0.24864498  0.99866000  0.03163052
432  3.21594010  0.00756531  0.98005526  0.11217963  1.12965820  0.11932665  1.10622664  0.24881344  0.99844000  0.03137827
433  3.20545355  0.00735988  0.98355348  0.11230982  1.12055565  0.11948370  1.10134443  0.24897583  0.99846000  0.03144050
434  3.23055880  0.00837126  0.96802608  0.11244081  1.14398909  0.11964145  1.11854363  0.24917018  0.99844000  0.03130865
435  3.23519138  0.00824366  0.97828092  0.11257067  1.11130765  0.11980066  1.14560281  0.24936092  0.99856000  0.03163719
436  3.22482753  0.00876631  0.96491174  0.11270081  1.12338345  0.11995698  1.13653234  0.24957169  0.99856000  0.03162694
437  3.19782293  0.00752571  0.98287362  0.11283011  1.11214147  0.12011348  1.10280784  0.24974057  0.99850000  0.03121281
438  3.21246301  0.00649539  0.97029959  0.11295895  1.14951943  0.12026719  1.09264400  0.24987865  0.99832000  0.03160882
439  3.21241004  0.01007726  0.95419211  0.11308825  1.16491775  0.12043055  1.09330017  0.25013423  0.99834000  0.03152919
440  3.20977091  0.00863786  0.95499600  0.11321381  1.14258554  0.12059394  1.11218938  0.25033541  0.99840000  0.03160763
441  3.22944759  0.00797547  1.00097664  0.11333341  1.08949889  0.12074699  1.13897206  0.25051621  0.99884000  0.03204894
442  3.23565579  0.00795583  0.98263042  0.11346281  1.12268067  0.12089299  1.13034469  0.25069928  0.99816000  0.03150034
443  3.25188206  0.00996962  0.98977081  0.11359087  1.11550792  0.12104785  1.14660334  0.25095360  0.99882000  0.03132391
444  3.21820971  0.00752576  0.99250978  0.11372107  1.09905349  0.12119588  1.12664644  0.25112285  0.99852000  0.03162408
445  3.25532312  0.00823661  0.99136060  0.11385432  1.12817794  0.12135081  1.13578459  0.25131383  0.99880000  0.03161573
446  3.21906508  0.01365008  0.98780951  0.11398164  1.11214602  0.12150185  1.11910954  0.25173989  0.99862000  0.03161287
447  3.21585932  0.00732671  0.95652339  0.11411150  1.14334230  0.12165468  1.11599362  0.25190067  0.99828000  0.03165817
448  3.19252935  0.00701840  0.92984125  0.11423838  1.17479504  0.12181484  1.08789306  0.25205174  0.99844000  0.03168774
449  3.26176178  0.01220496  0.95510208  0.11435939  1.15626269  0.12198134  1.15039700  0.25239944  0.99856000  0.03172708
450  3.21469654  0.00918710  1.00385579  0.11447999  1.11715002  0.12213977  1.09369074  0.25262396  0.99868000  0.03152514
451  3.24326837  0.00765632  0.97298178  0.11461143  1.14767476  0.12229320  1.12261184  0.25279269  0.99866000  0.03134584
452  3.21146417  0.00707291  0.96149637  0.11473979  1.15679838  0.12245538  1.09316942  0.25294598  0.99838000  0.03179479
453  3.24640821  0.00810389  0.96686370  0.11486621  1.13375249  0.12261862  1.14579202  0.25312797  0.99860000  0.03125787
454  3.22020807  0.00732203  0.98969536  0.11499047  1.11872044  0.12277382  1.11179227  0.25329060  0.99826000  0.03151798
455  3.22416891  0.00985021  0.99751059  0.11511719  1.11357482  0.12292320  1.11308350  0.25353556  0.99890000  0.03137684
456  3.22700086  0.01264861  0.96676063  0.11524883  1.14718199  0.12307751  1.11305824  0.25390442  0.99860000  0.03117728
457  3.17785936  0.00590336  0.99593627  0.11537148  1.11390884  0.12323150  1.06801424  0.25402565  0.99842000  0.03139329
458  3.24580936  0.01643105  1.00067220  0.11549927  1.09655887  0.12337995  1.14857829  0.25460614  0.99840000  0.03148341
459  3.19235844  0.00607665  0.97821774  0.11562860  1.13525142  0.12352588  1.07888928  0.25473475  0.99858000  0.03154373
460  3.18666244  0.00747102  0.93956027  0.11575880  1.16912036  0.12368475  1.07798182  0.25489392  0.99884000  0.03156161
461  3.22014210  0.00690543  0.98089189  0.11587716  1.13971157  0.12384404  1.09953864  0.25503791  0.99842000  0.03109765
462  3.18408425  0.00708808  0.95806390  0.11600547  1.16197696  0.12400154  1.06404338  0.25518805  0.99864000  0.03116035
463  3.23016291  0.00765593  0.95127864  0.11613084  1.14612276  0.12416105  1.13276151  0.25535137  0.99844000  0.03131247
464  3.21402529  0.00731982  0.96658354  0.11625095  1.13881395  0.12431535  1.10862780  0.25551083  0.99844000  0.03138590
465  3.22501789  0.01138132  0.99295449  0.11637159  1.12606989  0.12446674  1.10599351  0.25581726  0.99858000  0.03134966
466  3.26089313  0.00972550  0.95855981  0.11650091  1.11956803  0.12461880  1.18276529  0.25605415  0.99850000  0.03115559
467  3.23225958  0.00956696  0.97640465  0.11662490  1.12320501  0.12476884  1.13264992  0.25629174  0.99816000  0.03160715
468  3.22759337  0.01205081  0.98237956  0.11674785  1.12810882  0.12491671  1.11710499  0.25662950  0.99886000  0.03145337
469  3.17827406  0.00855742  0.95446513  0.11687385  1.13168701  0.12506602  1.09212192  0.25682414  0.99838000  0.03130507
470  3.20669659  0.00686609  0.99862795  0.11699114  1.10321996  0.12521444  1.10484869  0.25696645  0.99852000  0.03163862
471  3.18847853  0.00621371  0.99803278  0.11711502  1.12273117  0.12535631  1.06771458  0.25709337  0.99856000  0.03127575
472  3.24588771  0.00999184  0.97954033  0.11724348  1.11222500  0.12550573  1.15412238  0.25733618  0.99812000  0.03117800
473  3.20943202  0.00889129  0.95050486  0.11736683  1.13338743  0.12565009  1.12553974  0.25754534  0.99876000  0.03173590
474  3.18818329  0.00975436  0.96527388  0.11748877  1.13174800  0.12580092  1.09116141  0.25778301  0.99858000  0.03148031
475  3.23313984  0.00682281  0.99617585  0.11761209  1.11133376  0.12595381  1.12563023  0.25792419  0.99842000  0.03123569
476  3.23669562  0.00760283  0.97627994  0.11773934  1.13137457  0.12610039  1.12904111  0.25809007  0.99860000  0.03166127
477  3.22987257  0.00780974  0.96808000  0.11786112  1.14734551  0.12625008  1.11444705  0.25826267  0.99846000  0.03151536
478  3.19125738  0.00690421  0.96120611  0.11798186  1.13908022  0.12640303  1.09097105  0.25840699  0.99856000  0.03163886
479  3.19734389  0.00722767  0.91743003  0.11810876  1.16878720  0.12655997  1.11112665  0.25855749  0.99844000  0.03130984
480  3.19486128  0.00699983  0.95099727  0.11822426  1.12425937  0.12671393  1.11960464  0.25870306  0.99846000  0.03138399
481  3.20041914  0.00738590  1.00203657  0.11834105  1.08626041  0.12685799  1.11212216  0.25886056  0.99830000  0.03152466
482  3.20092868  0.01081216  0.95070840  0.11847036  1.16110281  0.12700147  1.08911747  0.25913836  0.99806000  0.03150225
483  3.21623657  0.00917232  0.96450290  0.11859157  1.14361871  0.12715800  1.10811495  0.25935071  0.99844000  0.03136110
484  3.23394197  0.00830732  0.98919686  0.11870918  1.09603098  0.12730518  1.14871413  0.25953503  0.99864000  0.03138685
485  3.19117440  0.00786551  0.94679263  0.11883540  1.16431123  0.12744845  1.08007055  0.25970890  0.99800000  0.03135204
486  3.24684029  0.01171441  0.96022803  0.11895402  1.17027982  0.12760420  1.11633245  0.26002339  0.99888000  0.03157115
487  3.21824385  0.00777039  0.96962159  0.11907445  1.13244253  0.12775973  1.11617972  0.26019171  0.99874000  0.03166437
488  3.22664913  0.00988425  0.96662745  0.11919790  1.13571286  0.12790838  1.12430882  0.26043175  0.99856000  0.03115582
489  3.22481632  0.00755945  0.96972470  0.11931822  1.14975923  0.12805765  1.10533239  0.26059483  0.99804000  0.03157711
490  3.22769061  0.01114374  0.95135556  0.11944022  1.15914245  0.12821052  1.11719261  0.26088453  0.99818000  0.03200817
491  3.27727679  0.01479128  0.97329634  0.11955843  1.13658744  0.12836385  1.16739301  0.26135661  0.99862000  0.03159904
492  3.19969975  0.00714688  0.98325653  0.11967674  1.13905783  0.12851059  1.07738539  0.26151092  0.99868000  0.03140163
493  3.20659123  0.00754118  1.00008137  0.11979582  1.09289248  0.12865507  1.11361738  0.26166799  0.99830000  0.03185296
494  3.23016426  0.00821950  1.02109541  0.11991664  1.07856867  0.12879155  1.13050017  0.26184898  0.99854000  0.03097224
495  3.24073212  0.00898110  0.95781492  0.12004707  1.14011076  0.12892965  1.14280644  0.26205612  0.99820000  0.03150010
496  3.25479500  0.00779879  0.97508714  0.12016393  1.11911583  0.12907422  1.16059202  0.26222658  0.99836000  0.03178978
497  3.25518252  0.01040236  0.95713983  0.12028358  1.14959014  0.12921899  1.14845255  0.26248939  0.99860000  0.03106880
498  3.22625233  0.01343024  0.95724846  0.12040341  1.16456909  0.12937091  1.10443478  0.26288791  0.99834000  0.03127313
499  3.22969284  0.00732146  0.98916492  0.12051534  1.14112655  0.12951812  1.09940138  0.26304146  0.99842000  0.03148746

               Final results
==============================================
 Total energy            : 3.2137318982 (with STD = 0.0068039902)
 Kinetic energy          : 1.0002793867 (with STD = 0.1206362410)
 External energy         : 1.0980589853 (with STD = 0.1296631286)
 Interaction energy      : 1.1153935262 (with STD = 0.2631794355)
 Acceptence Ratio        : 0.9986600000

Finished computation at Thu Jan  7 17:28:27 2021
Elapsed time: 15.8163737720s

Average CPU time before convergence: 0.0315941662
