__      ____  __          _____ _    _ _____ _   _ ______ 
\ \    / /  \/  |   /\   / ____| |  | |_   _| \ | |  ____|
 \ \  / /| \  / |  /  \ | |    | |__| | | | |  \| | |__   
  \ \/ / | |\/| | / /\ \| |    |  __  | | | | . ` |  __|  
   \  /  | |  | |/ ____ \ |____| |  | |_| |_| |\  | |____ 
    \/   |_|  |_/_/    \_\_____|_|  |_|_____|_| \_|______|
==========================================================

Started computation at Thu Jan  7 17:22:54 2021
Running on 1 CPU threads using Open MPI
Simulation is run from the directory: 


             SYSTEM INFORMATION
==============================================
Number of particles:      2
Number of dimensions:     2
Interaction style:        no interaction
Hamiltonian:              harmonic oscillator
Initial state:            random normal
Oscillator frequency:     1.000000


           WAVE FUNCTION INFORMATION
==============================================
Element 0:                Gaussian
Basis:                    no basis
Initial parameters:       constant
Number of parameters:     1
Number of hidden nodes:   2
Print parameters to file: false


            SIMULATION INFORMATION
==============================================
Max number of iterations: 100
Number of MC cycles:      1000
Number of burn-in cycles: 1
Learning rate:            0.500000
Step length:              0.100000
Equilibration fraction:   0.001000
Sampling:                 Metropolis-Hastings
Optimization:             gradient descent
Random number generator:  Mersenne-Twister


               PARTICLE DENSITY
==============================================
Compute radial one-body density:  false
Compute spatial one-body density: false
Compute radial two-body density:  false
Max radius of electron density:   5.000000
Number of bins in each direction: 1000


                  RESAMPLING
==============================================
Do resampling:            false
Print energies to file:   false


                  CONVERGENCE
==============================================
Check convergence:        false
Tolerance:                0.000000
Number of energies:       5


                 ADAPTIVE STEPS
==============================================
Apply adaptive steps:       false
Range of adaptive steps:    10
Additional steps:           4
Additional steps last iter: 8


Step  Energy  Energy_STD  Kinetic  Kinetic_STD  External  External_STD  Interaction  Interaction_STD  Acceptence  CPU_time
68  2.00000000  0.00000000  1.11817403  0.33063757  0.88182597  0.26504961  0.00000000  0.00000000  0.99000000  0.00047445
69  2.00000000  0.00000000  1.13322609  0.33297851  0.86677391  0.26708068  0.00000000  0.00000000  0.98800000  0.00047493
70  2.00000000  0.00000000  1.18872864  0.33537977  0.81127136  0.26908008  0.00000000  0.00000000  0.98000000  0.00047565
71  2.00000000  0.00000000  1.23361857  0.33780891  0.76638143  0.27071099  0.00000000  0.00000000  0.98600000  0.00047684
72  2.00000000  0.00000000  1.08563132  0.34056652  0.91436868  0.27243469  0.00000000  0.00000000  0.97900000  0.00047970
73  2.00000000  0.00000000  1.02311226  0.34282056  0.97688774  0.27462432  0.00000000  0.00000000  0.98600000  0.00047469
74  2.00000000  0.00000000  1.17253877  0.34491615  0.82746123  0.27706909  0.00000000  0.00000000  0.99100000  0.00047541
75  2.00000000  0.00000000  1.02764185  0.34745807  0.97235815  0.27899299  0.00000000  0.00000000  0.98900000  0.00047350
76  2.00000000  0.00000000  1.07957009  0.34947277  0.92042991  0.28130166  0.00000000  0.00000000  0.99000000  0.00047636
77  2.00000000  0.00000000  1.15412700  0.35150823  0.84587300  0.28326519  0.00000000  0.00000000  0.98800000  0.00046730
78  2.00000000  0.00000000  1.11233463  0.35383796  0.88766537  0.28507179  0.00000000  0.00000000  0.98600000  0.00031710
79  2.00000000  0.00000000  1.24114248  0.35583508  0.75885752  0.28676452  0.00000000  0.00000000  0.98600000  0.00031710
80  2.00000000  0.00000000  1.10107349  0.35832484  0.89892651  0.28817946  0.00000000  0.00000000  0.98400000  0.00031638
81  2.00000000  0.00000000  1.10106922  0.36047287  0.89893078  0.29015015  0.00000000  0.00000000  0.98800000  0.00034761
82  2.00000000  0.00000000  1.02878617  0.36268762  0.97121383  0.29220618  0.00000000  0.00000000  0.98500000  0.00033188
83  2.00000000  0.00000000  1.03162774  0.36470565  0.96837226  0.29451182  0.00000000  0.00000000  0.98100000  0.00033212
84  2.00000000  0.00000000  1.26284441  0.36650337  0.73715559  0.29652185  0.00000000  0.00000000  0.98600000  0.00033808
85  2.00000000  0.00000000  0.97956643  0.36911792  1.02043357  0.29798851  0.00000000  0.00000000  0.98800000  0.00034404
86  2.00000000  0.00000000  1.14592215  0.37071114  0.85407785  0.30009597  0.00000000  0.00000000  0.98300000  0.00037265
87  2.00000000  0.00000000  0.99086267  0.37285808  1.00913733  0.30177856  0.00000000  0.00000000  0.99500000  0.00034571
88  2.00000000  0.00000000  0.97376279  0.37470217  1.02623721  0.30411416  0.00000000  0.00000000  0.98100000  0.00032926
89  2.00000000  0.00000000  1.13820679  0.37633709  0.86179321  0.30629766  0.00000000  0.00000000  0.98900000  0.00032806
90  2.00000000  0.00000000  1.12086685  0.37844133  0.87913315  0.30798323  0.00000000  0.00000000  0.98700000  0.00032949
91  2.00000000  0.00000000  1.22903319  0.38051696  0.77096681  0.30975073  0.00000000  0.00000000  0.98900000  0.00032854
92  2.00000000  0.00000000  1.22396310  0.38278904  0.77603690  0.31106861  0.00000000  0.00000000  0.99300000  0.00035715
93  2.00000000  0.00000000  1.19286650  0.38499243  0.80713350  0.31234524  0.00000000  0.00000000  0.98300000  0.00034451
94  2.00000000  0.00000000  1.28716940  0.38713990  0.71283060  0.31376139  0.00000000  0.00000000  0.98600000  0.00033259
95  2.00000000  0.00000000  1.00373644  0.38990272  0.99626356  0.31534800  0.00000000  0.00000000  0.99200000  0.00033212
96  2.00000000  0.00000000  1.20624855  0.39140670  0.79375145  0.31718210  0.00000000  0.00000000  0.99000000  0.00033092
97  2.00000000  0.00000000  1.25789237  0.39355207  0.74210763  0.31853339  0.00000000  0.00000000  0.98300000  0.00033188
98  2.00000000  0.00000000  1.00634021  0.39600439  0.99365979  0.31995030  0.00000000  0.00000000  0.98800000  0.00033903
99  2.00000000  0.00000000  1.07652554  0.39782556  0.92347446  0.32216228  0.00000000  0.00000000  0.98600000  0.00031662

               Final results
==============================================
 Total energy            : 2.0000000000 (with STD = 0.0000000000)
 Kinetic energy          : 1.0456138364 (with STD = 0.3997997565)
 External energy         : 0.9543861636 (with STD = 0.3241251347)
 Interaction energy      : 0.0000000000 (with STD = 0.0000000000)
 Acceptence Ratio        : 0.9810000000

Finished computation at Thu Jan  7 17:22:55 2021
Elapsed time: 0.0736521310s

Average CPU time before convergence: 0.0006733584
